Eichner,Legrand,Default
8.929217,2.973595,3.57294
8.929709,2.973903,3.573234
8.933796,2.976457,3.57568
8.934758,2.977059,3.576255
8.936553,2.978181,3.57733
8.937907,2.979029,3.578141
8.939971,2.980319,3.579376
8.940112,2.980408,3.579461
8.940884,2.980891,3.579923
8.941,2.980963,3.579992
8.945267,2.983634,3.582548
8.94549,2.983773,3.582681
8.949292,2.986154,3.584958
8.951774,2.987708,3.586445
8.952462,2.988139,3.586858
8.964893,2.995931,3.594308
8.965203,2.996125,3.594494
8.966847,2.997156,3.595479
8.967741,2.997717,3.596015
8.971747,3.000231,3.598418
8.972718,3.00084,3.599
8.973107,3.001084,3.599234
8.973332,3.001226,3.599369
8.974933,3.002231,3.600329
8.974946,3.002238,3.600337
8.974971,3.002254,3.600352
8.977914,3.004102,3.602117
8.978167,3.004261,3.60227
8.979379,3.005022,3.602996
8.980453,3.005696,3.603641
8.981304,3.006231,3.604152
8.981395,3.006288,3.604206
8.981611,3.006424,3.604336
8.982033,3.006689,3.604589
8.982633,3.007066,3.604949
8.986393,3.009428,3.607206
8.99364,3.013985,3.611557
8.995899,3.015406,3.612913
8.996106,3.015536,3.613038
8.997625,3.016491,3.61395
8.998578,3.017091,3.614523
8.999196,3.01748,3.614894
9.003037,3.019898,3.617201
9.007888,3.022952,3.620116
9.009491,3.023962,3.62108
9.012119,3.025617,3.622659
9.014509,3.027123,3.624096
9.022899,3.032413,3.629141
9.023895,3.033041,3.62974
9.028859,3.036173,3.632727
9.029621,3.036654,3.633185
9.031242,3.037677,3.63416
9.032948,3.038754,3.635187
9.033278,3.038963,3.635386
9.041363,3.044068,3.640252
9.042511,3.044794,3.640943
9.045044,3.046395,3.642468
9.045329,3.046575,3.64264
9.045742,3.046836,3.642889
9.046144,3.04709,3.643131
9.04617,3.047107,3.643147
9.046174,3.047109,3.643149
9.048758,3.048743,3.644705
9.048825,3.048785,3.644745
9.05001,3.049535,3.645459
9.050761,3.05001,3.645912
9.051422,3.050428,3.64631
9.057555,3.054308,3.650005
9.061163,3.056591,3.652179
9.06197,3.057102,3.652666
9.063694,3.058194,3.653705
9.064988,3.059013,3.654485
9.065708,3.059469,3.654919
9.067214,3.060423,3.655827
9.075581,3.065725,3.660873
9.075876,3.065912,3.661051
9.077411,3.066886,3.661977
9.079118,3.067968,3.663007
9.080746,3.069,3.663989
9.082778,3.070289,3.665216
9.08892,3.074186,3.668922
9.095084,3.0781,3.672644
9.095255,3.078209,3.672747
9.095533,3.078386,3.672915
9.09801,3.079959,3.674411
9.105181,3.084516,3.678742
9.105931,3.084993,3.679196
9.106887,3.085601,3.679773
9.108796,3.086816,3.680927
9.111077,3.088266,3.682305
9.11205,3.088885,3.682893
9.115483,3.091069,3.684968
9.116591,3.091774,3.685638
9.11817,3.092779,3.686593
9.118673,3.0931,3.686897
9.12119,3.094702,3.688419
9.121355,3.094807,3.688519
9.122736,3.095687,3.689354
9.127419,3.09867,3.692186
9.129197,3.099803,3.693262
9.130343,3.100533,3.693955
9.131258,3.101116,3.694509
9.132548,3.101938,3.695289
9.132944,3.102191,3.695529
9.13466,3.103284,3.696567
9.136849,3.10468,3.697892
9.137394,3.105028,3.698222
9.14048,3.106996,3.70009
9.141418,3.107595,3.700658
9.143352,3.108828,3.701828
9.146642,3.110928,3.703821
9.148006,3.111799,3.704647
9.149904,3.113011,3.705796
9.150764,3.11356,3.706317
9.153718,3.115446,3.708106
9.155171,3.116374,3.708986
9.155659,3.116686,3.709282
9.159697,3.119266,3.711728
9.164728,3.122482,3.714778
9.170136,3.125941,3.718056
9.173854,3.12832,3.720311
9.173888,3.128342,3.720331
9.175362,3.129285,3.721225
9.177864,3.130886,3.722742
9.182595,3.133916,3.725612
9.186581,3.13647,3.728031
9.191448,3.139589,3.730985
9.19326,3.14075,3.732085
9.194678,3.14166,3.732946
9.194768,3.141717,3.733
9.195299,3.142058,3.733323
9.204419,3.147909,3.738861
9.206614,3.149318,3.740195
9.229581,3.164078,3.754156
9.230535,3.164691,3.754736
9.234009,3.166927,3.75685
9.234423,3.167193,3.757101
9.238387,3.169746,3.759513
9.239093,3.1702,3.759943
9.242448,3.172361,3.761985
9.253007,3.179166,3.768413
9.260173,3.183788,3.772779
9.262736,3.185442,3.77434
9.263347,3.185836,3.774713
9.263916,3.186203,3.775059
9.265413,3.18717,3.775972
9.265976,3.187534,3.776315
9.267214,3.188333,3.777069
9.272738,3.1919,3.780437
9.276357,3.194238,3.782643
9.278633,3.19571,3.784031
9.283521,3.198869,3.787012
9.284269,3.199353,3.787469
9.288617,3.202166,3.790121
9.28981,3.202937,3.790849
9.292143,3.204447,3.792273
9.292587,3.204735,3.792544
9.296553,3.207302,3.794965
9.296687,3.207389,3.795047
9.297476,3.2079,3.795528
9.300616,3.209933,3.797445
9.301731,3.210655,3.798126
9.304028,3.212143,3.799528
9.306646,3.21384,3.801128
9.308512,3.215049,3.802267
9.308978,3.215352,3.802552
9.313007,3.217964,3.805013
9.313576,3.218332,3.805361
9.313911,3.21855,3.805565
9.315183,3.219375,3.806343
9.317666,3.220985,3.80786
9.318647,3.221622,3.80846
9.32101,3.223155,3.809904
9.321778,3.223653,3.810373
9.324838,3.225639,3.812244
9.324974,3.225728,3.812327
9.326961,3.227018,3.813542
9.327174,3.227157,3.813672
9.328071,3.227739,3.814221
9.329227,3.228489,3.814927
9.329652,3.228766,3.815188
9.331765,3.230138,3.816479
9.333784,3.23145,3.817715
9.338156,3.234291,3.820389
9.338455,3.234485,3.820572
9.34022,3.235633,3.821652
9.344288,3.238278,3.824141
9.344904,3.238678,3.824518
9.346186,3.239512,3.825302
9.346479,3.239703,3.825482
9.346754,3.239882,3.82565
9.347271,3.240218,3.825966
9.352687,3.243742,3.829282
9.356437,3.246183,3.831578
9.357132,3.246636,3.832004
9.358972,3.247834,3.833131
9.359007,3.247857,3.833152
9.361759,3.249649,3.834838
9.362317,3.250013,3.83518
9.365354,3.251992,3.83704
9.368701,3.254173,3.839091
9.370722,3.255491,3.840329
9.376167,3.259042,3.843667
9.379551,3.26125,3.845742
9.381548,3.262553,3.846966
9.383091,3.26356,3.847912
9.385586,3.265188,3.849442
9.386301,3.265655,3.849881
9.388415,3.267036,3.851178
9.389026,3.267435,3.851552
9.389619,3.267822,3.851916
9.390054,3.268106,3.852183
9.390077,3.268121,3.852197
9.390675,3.268512,3.852564
9.391188,3.268847,3.852879
9.391801,3.269248,3.853255
9.392196,3.269505,3.853497
9.395649,3.271762,3.855616
9.397198,3.272774,3.856566
9.398062,3.273339,3.857096
9.398154,3.273399,3.857153
9.399414,3.274222,3.857926
9.400204,3.274739,3.858411
9.400528,3.274951,3.85861
9.403817,3.277102,3.860629
9.404432,3.277504,3.861007
9.407792,3.279701,3.86307
9.409927,3.281098,3.864381
9.41007,3.281192,3.864469
9.410204,3.28128,3.864551
9.411856,3.282361,3.865565
9.412218,3.282598,3.865788
9.414836,3.284312,3.867396
9.416124,3.285155,3.868187
9.418191,3.286508,3.869457
9.418817,3.286918,3.869842
9.42002,3.287706,3.870581
9.421697,3.288805,3.871611
9.426103,3.291692,3.874319
9.428878,3.29351,3.876024
9.433902,3.296804,3.879113
9.435488,3.297845,3.880088
9.438714,3.299961,3.882073
9.440666,3.301242,3.883273
9.441514,3.301798,3.883795
9.441794,3.301982,3.883967
9.442608,3.302517,3.884468
9.444778,3.303941,3.885803
9.444871,3.304002,3.88586
9.446454,3.305041,3.886834
9.446957,3.305371,3.887143
9.448547,3.306416,3.888122
9.453707,3.309805,3.891298
9.454007,3.310003,3.891482
9.454414,3.31027,3.891733
9.4554,3.310918,3.89234
9.459084,3.313339,3.894608
9.460177,3.314057,3.89528
9.460624,3.314351,3.895556
9.461268,3.314775,3.895952
9.464473,3.316883,3.897926
9.470339,3.320741,3.901539
9.477297,3.325322,3.905827
9.478289,3.325975,3.906438
9.478415,3.326058,3.906516
9.48219,3.328544,3.908843
9.484164,3.329845,3.910059
9.489273,3.333212,3.91321
9.492401,3.335274,3.915139
9.492655,3.335442,3.915295
9.492851,3.335571,3.915416
9.493364,3.335909,3.915733
9.494824,3.336873,3.916634
9.495378,3.337238,3.916975
9.495435,3.337275,3.91701
9.495776,3.3375,3.917221
9.497487,3.338629,3.918276
9.49874,3.339455,3.919049
9.50234,3.341831,3.92127
9.504462,3.343231,3.92258
9.506842,3.344803,3.924049
9.510488,3.347211,3.9263
9.522459,3.355122,3.933692
9.523807,3.356014,3.934525
9.529141,3.359541,3.93782
9.531834,3.361324,3.939485
9.53493,3.363373,3.941399
9.537034,3.364766,3.942699
9.537871,3.36532,3.943216
9.538143,3.3655,3.943385
9.541642,3.367818,3.945549
9.542158,3.368159,3.945867
9.546251,3.370871,3.948399
9.547443,3.371661,3.949136
9.548169,3.372142,3.949585
9.550447,3.373652,3.950994
9.551059,3.374058,3.951372
9.552263,3.374856,3.952118
9.552311,3.374888,3.952147
9.553374,3.375593,3.952805
9.555119,3.37675,3.953885
9.555177,3.376789,3.953921
9.558012,3.378669,3.955675
9.558339,3.378886,3.955877
9.560587,3.380377,3.957268
9.560932,3.380606,3.957482
9.565578,3.38369,3.960358
9.567463,3.384941,3.961525
9.570363,3.386867,3.963321
9.571697,3.387753,3.964148
9.572439,3.388246,3.964607
9.576842,3.391171,3.967334
9.579395,3.392868,3.968916
9.579663,3.393046,3.969082
9.582655,3.395036,3.970936
9.583805,3.3958,3.971649
9.584007,3.395935,3.971774
9.584011,3.395937,3.971776
9.585574,3.396976,3.972745
9.590243,3.400082,3.975639
9.590804,3.400456,3.975987
9.591367,3.40083,3.976336
9.595263,3.403423,3.978751
9.595693,3.40371,3.979018
9.596059,3.403953,3.979245
9.59866,3.405685,3.980858
9.601182,3.407364,3.982422
9.602036,3.407933,3.982952
9.602542,3.40827,3.983265
9.605604,3.41031,3.985165
9.605772,3.410422,3.985269
9.609021,3.412587,3.987285
9.609099,3.412639,3.987334
9.610525,3.413589,3.988218
9.613399,3.415506,3.990002
9.617685,3.418364,3.992662
9.618209,3.418713,3.992988
9.622826,3.421793,3.995854
9.626511,3.424253,3.998143
9.626927,3.424531,3.998401
9.6302,3.426716,4.000434
9.631653,3.427687,4.001337
9.633428,3.428872,4.002439
9.634832,3.42981,4.003312
9.636336,3.430815,4.004246
9.636846,3.431156,4.004563
9.638413,3.432202,4.005537
9.639335,3.432819,4.00611
9.642573,3.434984,4.008123
9.642741,3.435096,4.008227
9.643018,3.435281,4.008399
9.643359,3.435509,4.008611
9.644836,3.436496,4.009529
9.6456,3.437007,4.010004
9.647534,3.438301,4.011207
9.649513,3.439625,4.012437
9.65041,3.440224,4.012995
9.651027,3.440637,4.013379
9.654928,3.443248,4.015805
9.655924,3.443914,4.016424
9.657206,3.444773,4.017222
9.664163,3.449431,4.02155
9.668951,3.452639,4.02453
9.669899,3.453275,4.02512
9.671544,3.454377,4.026144
9.676593,3.457762,4.029288
9.677466,3.458347,4.029831
9.686656,3.464513,4.035555
9.691857,3.468005,4.038796
9.697406,3.471732,4.042254
9.69931,3.473012,4.043441
9.701412,3.474424,4.044751
9.701968,3.474798,4.045098
9.703282,3.475681,4.045917
9.703481,3.475815,4.046042
9.703941,3.476124,4.046328
9.704957,3.476807,4.046962
9.709673,3.479979,4.049903
9.711876,3.481461,4.051277
9.712113,3.48162,4.051425
9.713044,3.482246,4.052005
9.718083,3.485637,4.055149
9.718206,3.48572,4.055226
9.720871,3.487515,4.05689
9.721192,3.487731,4.05709
9.724012,3.489629,4.05885
9.724466,3.489935,4.059133
9.724858,3.490199,4.059378
9.726148,3.491068,4.060183
9.726367,3.491215,4.060319
9.726531,3.491326,4.060422
9.728855,3.492891,4.061873
9.72939,3.493253,4.062207
9.732764,3.495526,4.064314
9.734616,3.496775,4.06547
9.734904,3.496969,4.06565
9.735616,3.497449,4.066095
9.741175,3.501197,4.069567
9.741363,3.501324,4.069685
9.741484,3.501406,4.06976
9.74716,3.505235,4.073307
9.750904,3.507762,4.075647
9.752433,3.508795,4.076602
9.755557,3.510905,4.078555
9.756806,3.511748,4.079336
9.758291,3.512751,4.080265
9.761047,3.514613,4.081988
9.762215,3.515403,4.082719
9.763022,3.515948,4.083223
9.763996,3.516606,4.083832
9.767719,3.519123,4.086161
9.76851,3.519658,4.086656
9.769129,3.520077,4.087043
9.77011,3.52074,4.087657
9.772472,3.522338,4.089135
9.772498,3.522355,4.089151
9.772754,3.522528,4.089311
9.77485,3.523946,4.090623
9.776066,3.524769,4.091384
9.777553,3.525775,4.092315
9.777948,3.526043,4.092562
9.781421,3.528393,4.094735
9.782449,3.529089,4.095379
9.783276,3.529649,4.095897
9.787632,3.532599,4.098624
9.791551,3.535254,4.101079
9.800125,3.541066,4.10645
9.801084,3.541716,4.107051
9.804031,3.543715,4.108897
9.804068,3.54374,4.108921
9.804422,3.54398,4.109143
9.805081,3.544427,4.109556
9.806739,3.545552,4.110595
9.807137,3.545822,4.110844
9.80872,3.546897,4.111837
9.808778,3.546936,4.111873
9.812876,3.549717,4.114442
9.81578,3.551689,4.116263
9.816641,3.552273,4.116803
9.818845,3.553771,4.118186
9.819932,3.554508,4.118867
9.820949,3.5552,4.119505
9.824822,3.557831,4.121935
9.829996,3.561348,4.125181
9.833914,3.564013,4.12764
9.844812,3.571429,4.134483
9.844918,3.5715,4.134549
9.848755,3.574114,4.136959
9.849596,3.574686,4.137487
9.850616,3.575381,4.138128
9.853055,3.577042,4.13966
9.856449,3.579355,4.141792
9.858294,3.580612,4.142952
9.859316,3.581309,4.143594
9.86091,3.582396,4.144596
9.861352,3.582697,4.144874
9.861562,3.582841,4.145006
9.862876,3.583737,4.145832
9.863145,3.58392,4.146001
9.863517,3.584173,4.146235
9.867878,3.587148,4.148977
9.868316,3.587447,4.149252
9.868869,3.587824,4.149599
9.870002,3.588597,4.150312
9.870253,3.588769,4.15047
9.870807,3.589147,4.150818
9.878039,3.594083,4.155367
9.878988,3.594732,4.155964
9.879181,3.594863,4.156085
9.879367,3.59499,4.156202
9.880778,3.595953,4.15709
9.881157,3.596213,4.157328
9.885104,3.598909,4.159812
9.885664,3.599292,4.160164
9.886544,3.599893,4.160718
9.889678,3.602035,4.162691
9.890228,3.602411,4.163037
9.891505,3.603283,4.16384
9.891801,3.603486,4.164027
9.894154,3.605095,4.165508
9.894552,3.605367,4.165759
9.895889,3.606281,4.1666
9.89808,3.60778,4.16798
9.898161,3.607835,4.168031
9.898409,3.608005,4.168187
9.899565,3.608795,4.168915
9.899878,3.60901,4.169113
9.899949,3.609059,4.169157
9.902552,3.61084,4.170796
9.912047,3.61734,4.176778
9.913165,3.618105,4.177483
9.913574,3.618386,4.17774
9.915568,3.619751,4.178997
9.916103,3.620118,4.179334
9.916845,3.620626,4.179802
9.917422,3.621022,4.180165
9.921945,3.624122,4.183017
9.922573,3.624552,4.183413
9.92359,3.62525,4.184054
9.923592,3.625251,4.184055
9.92681,3.627457,4.186084
9.927042,3.627616,4.18623
9.927362,3.627836,4.186432
9.927583,3.627987,4.186572
9.930402,3.629921,4.188349
9.933452,3.632014,4.190273
9.935627,3.633506,4.191645
9.938058,3.635175,4.193179
9.943255,3.638743,4.196459
9.94373,3.639069,4.196758
9.944489,3.63959,4.197237
9.944708,3.639741,4.197375
9.946687,3.6411,4.198624
9.947033,3.641338,4.198843
9.949693,3.643166,4.200522
9.949702,3.643172,4.200528
9.95171,3.644552,4.201796
9.9525,3.645095,4.202295
9.952794,3.645297,4.20248
9.953205,3.645579,4.20274
9.953874,3.646039,4.203162
9.955896,3.647429,4.204439
9.956155,3.647607,4.204602
9.95706,3.64823,4.205174
9.958141,3.648973,4.205857
9.958863,3.64947,4.206313
9.963599,3.652727,4.209305
9.966629,3.654812,4.211219
9.966936,3.655023,4.211412
9.972196,3.658644,4.214737
9.973615,3.659622,4.215634
9.97383,3.65977,4.21577
9.981421,3.664998,4.220568
9.981593,3.665117,4.220677
9.982837,3.665974,4.221464
9.983672,3.66655,4.221992
9.990269,3.671098,4.226164
9.991507,3.671951,4.226947
9.991991,3.672285,4.227254
9.992908,3.672918,4.227834
9.994372,3.673928,4.22876
9.997254,3.675916,4.230584
10.000812,3.678372,4.232835
10.001819,3.679067,4.233473
10.003348,3.680123,4.234441
10.004328,3.680799,4.235061
10.005794,3.681811,4.235989
10.006851,3.682541,4.236658
10.007783,3.683185,4.237249
10.008183,3.683461,4.237501
10.012383,3.686363,4.240161
10.018042,3.690274,4.243745
10.018433,3.690544,4.243993
10.018632,3.690682,4.244119
10.020709,3.692118,4.245435
10.021199,3.692457,4.245745
10.027035,3.696493,4.249443
10.027392,3.69674,4.24967
10.028495,3.697503,4.250369
10.02874,3.697673,4.250524
10.034019,3.701327,4.25387
10.04231,3.707068,4.259128
10.043117,3.707628,4.259639
10.048821,3.71158,4.263257
10.049134,3.711797,4.263456
10.053102,3.714548,4.265974
10.053463,3.714798,4.266203
10.055474,3.716193,4.267479
10.056062,3.716601,4.267852
10.056143,3.716657,4.267903
10.058259,3.718125,4.269246
10.061646,3.720475,4.271397
10.063647,3.721863,4.272667
10.064448,3.72242,4.273176
10.065587,3.72321,4.273898
10.065762,3.723331,4.27401
10.066307,3.72371,4.274356
10.066962,3.724165,4.274772
10.073314,3.728576,4.278806
10.074094,3.729118,4.279302
10.074703,3.729541,4.279688
10.078508,3.732184,4.282105
10.078769,3.732366,4.282271
10.080362,3.733473,4.283283
10.08048,3.733555,4.283358
10.080495,3.733566,4.283368
10.083979,3.735988,4.285582
10.08427,3.73619,4.285767
10.084374,3.736262,4.285833
10.086855,3.737988,4.28741
10.087338,3.738323,4.287717
10.087801,3.738646,4.288011
10.089504,3.73983,4.289094
10.090123,3.740261,4.289487
10.090858,3.740772,4.289955
10.092109,3.741642,4.29075
10.09324,3.742429,4.291469
10.094239,3.743124,4.292104
10.094876,3.743568,4.292509
10.097898,3.745671,4.294431
10.10117,3.747949,4.296512
10.103447,3.749535,4.29796
10.107443,3.752319,4.300503
10.108596,3.753122,4.301236
10.112723,3.755998,4.303862
10.115838,3.75817,4.305845
10.116303,3.758494,4.306141
10.118958,3.760345,4.307831
10.121966,3.762443,4.309746
10.123869,3.763771,4.310958
10.124839,3.764447,4.311575
10.126962,3.765929,4.312927
10.12929,3.767554,4.31441
10.130781,3.768595,4.31536
10.133267,3.77033,4.316944
10.137031,3.772959,4.319341
10.140262,3.775216,4.3214
10.144437,3.778134,4.324061
10.144607,3.778253,4.32417
10.145968,3.779204,4.325037
10.149275,3.781516,4.327146
10.149423,3.781619,4.32724
10.149478,3.781658,4.327275
10.153652,3.784577,4.329936
10.158514,3.787979,4.333037
10.161271,3.789908,4.334796
10.162396,3.790696,4.335514
10.163443,3.791429,4.336182
10.1663,3.793429,4.338004
10.168605,3.795043,4.339475
10.169082,3.795377,4.339779
10.169259,3.795502,4.339893
10.172364,3.797676,4.341874
10.173183,3.798251,4.342397
10.179788,3.80288,4.346614
10.180934,3.803683,4.347346
10.181839,3.804318,4.347924
10.18578,3.807082,4.35044
10.188836,3.809226,4.352393
10.193279,3.812343,4.355231
10.194021,3.812864,4.355705
10.199173,3.816481,4.358997
10.200271,3.817252,4.359699
10.201453,3.818083,4.360454
10.209961,3.82406,4.365893
10.210194,3.824224,4.366042
10.212546,3.825878,4.367547
10.213279,3.826393,4.368016
10.214553,3.827289,4.36883
10.215519,3.827968,4.369448
10.218502,3.830066,4.371356
10.219999,3.831119,4.372314
10.220255,3.8313,4.372478
10.220493,3.831467,4.37263
10.221864,3.832431,4.373507
10.221895,3.832453,4.373527
10.22444,3.834244,4.375155
10.226361,3.835596,4.376385
10.226511,3.835702,4.376481
10.229181,3.837582,4.37819
10.229435,3.83776,4.378352
10.229846,3.83805,4.378615
10.235167,3.841797,4.382021
10.245843,3.849321,4.388858
10.246088,3.849494,4.389015
10.246502,3.849785,4.38928
10.247142,3.850237,4.38969
10.249833,3.852135,4.391414
10.253085,3.854428,4.393497
10.254538,3.855453,4.394429
10.255206,3.855925,4.394857
10.255397,3.85606,4.394979
10.256531,3.85686,4.395706
10.256683,3.856968,4.395804
10.257073,3.857243,4.396053
10.258941,3.858561,4.397251
10.259873,3.859219,4.397848
10.260967,3.859991,4.398549
10.264201,3.862274,4.400623
10.267693,3.864741,4.402861
10.268305,3.865173,4.403254
10.269019,3.865677,4.403712
10.269388,3.865938,4.403949
10.273543,3.868874,4.406613
10.276764,3.871151,4.40868
10.281079,3.874202,4.411448
10.285493,3.877324,4.414281
10.286103,3.877756,4.414672
10.286502,3.878037,4.414928
10.287593,3.87881,4.415628
10.289612,3.880238,4.416924
10.290169,3.880633,4.417282
10.293381,3.882906,4.419344
10.297016,3.88548,4.421678
10.301048,3.888335,4.424267
10.308933,3.893923,4.429332
10.314756,3.898052,4.433074
10.315487,3.89857,4.433544
10.320259,3.901956,4.436612
10.320421,3.902071,4.436715
10.321539,3.902864,4.437434
10.323031,3.903923,4.438393
10.323286,3.904104,4.438557
10.324915,3.90526,4.439605
10.325926,3.905978,4.440255
10.326289,3.906235,4.440488
10.331508,3.909941,4.443845
10.332609,3.910723,4.444553
10.337336,3.914082,4.447594
10.338499,3.914908,4.448342
10.338857,3.915163,4.448573
10.343378,3.918376,4.451482
10.345007,3.919534,4.45253
10.346134,3.920336,4.453256
10.346333,3.920477,4.453384
10.347001,3.920952,4.453814
10.348483,3.922006,4.454768
10.350881,3.923712,4.456312
10.351424,3.924098,4.456661
10.353497,3.925573,4.457996
10.354129,3.926023,4.458403
10.355064,3.926688,4.459004
10.355933,3.927307,4.459564
10.356927,3.928014,4.460204
10.35701,3.928073,4.460258
10.35775,3.9286,4.460734
10.362291,3.931833,4.463659
10.3635,3.932694,4.464438
10.366576,3.934885,4.46642
10.367236,3.935354,4.466845
10.371155,3.938147,4.46937
10.371993,3.938744,4.46991
10.374208,3.940322,4.471337
10.374574,3.940584,4.471574
10.374788,3.940736,4.471711
10.37927,3.943931,4.4746
10.379575,3.944149,4.474797
10.381867,3.945784,4.476275
10.384228,3.947468,4.477797
10.384906,3.947952,4.478234
10.386112,3.948812,4.479012
10.386402,3.949019,4.479199
10.386878,3.949359,4.479506
10.388572,3.950567,4.480599
10.390152,3.951695,4.481618
10.393076,3.953782,4.483504
10.395517,3.955526,4.485079
10.401826,3.960032,4.48915
10.402857,3.960768,4.489815
10.403158,3.960984,4.49001
10.403807,3.961447,4.490428
10.403821,3.961458,4.490437
10.408215,3.964598,4.493274
10.408754,3.964983,4.493622
10.409017,3.965171,4.493792
10.411236,3.966758,4.495224
10.411775,3.967143,4.495572
10.421516,3.974111,4.501863
10.422266,3.974648,4.502347
10.423259,3.975359,4.502989
10.424932,3.976556,4.50407
10.425674,3.977087,4.504549
10.426773,3.977874,4.505259
10.43399,3.983043,4.509923
10.43441,3.983344,4.510195
10.438087,3.985979,4.512572
10.442421,3.989085,4.515374
10.443151,3.989609,4.515846
10.444823,3.990807,4.516927
10.447802,3.992944,4.518854
10.452712,3.996466,4.52203
10.455466,3.998442,4.523812
10.457152,3.999652,4.524902
10.457378,3.999815,4.525049
10.45804,4.00029,4.525477
10.458401,4.000549,4.525711
10.4595,4.001338,4.526422
10.460093,4.001764,4.526806
10.460667,4.002176,4.527177
10.46279,4.0037,4.528551
10.467033,4.006748,4.531297
10.467403,4.007014,4.531537
10.468001,4.007443,4.531924
10.468617,4.007886,4.532323
10.469588,4.008583,4.532951
10.472346,4.010565,4.534737
10.472669,4.010798,4.534947
10.474199,4.011897,4.535937
10.476337,4.013435,4.537322
10.477052,4.013949,4.537785
10.481192,4.016925,4.540466
10.486998,4.021103,4.544229
10.488961,4.022515,4.545501
10.491285,4.024188,4.547007
10.494252,4.026324,4.54893
10.496424,4.027888,4.550338
10.502189,4.032041,4.554076
10.503665,4.033104,4.555033
10.508541,4.036618,4.558195
10.511921,4.039055,4.560387
10.513043,4.039864,4.561115
10.513091,4.039899,4.561147
10.519943,4.044842,4.565592
10.52294,4.047005,4.567538
10.525819,4.049083,4.569406
10.527752,4.050479,4.570662
10.527783,4.050501,4.570682
10.529227,4.051544,4.571619
10.532298,4.053762,4.573613
10.53239,4.053828,4.573673
10.532827,4.054144,4.573957
10.533248,4.054448,4.574231
10.533747,4.054808,4.574554
10.535281,4.055917,4.575551
10.537982,4.057868,4.577305
10.538501,4.058243,4.577642
10.541931,4.060722,4.57987
10.54198,4.060758,4.579902
10.543523,4.061873,4.580904
10.546136,4.063762,4.582602
10.557727,4.072149,4.590136
10.55823,4.072513,4.590463
10.561027,4.074538,4.592282
10.563805,4.07655,4.594088
10.565637,4.077876,4.595279
10.566401,4.078429,4.595776
10.566647,4.078608,4.595937
10.569785,4.080881,4.597977
10.569873,4.080945,4.598035
10.570875,4.081671,4.598686
10.570967,4.081737,4.598746
10.57155,4.08216,4.599126
10.571857,4.082383,4.599326
10.575043,4.084692,4.601398
10.575866,4.085288,4.601934
10.575938,4.08534,4.601981
10.576056,4.085426,4.602058
10.57648,4.085733,4.602333
10.577495,4.086469,4.602994
10.577592,4.08654,4.603057
10.586068,4.092687,4.608574
10.586471,4.09298,4.608836
10.587301,4.093582,4.609376
10.590044,4.095573,4.611163
10.594821,4.09904,4.614273
10.596401,4.100187,4.615302
10.599687,4.102574,4.617443
10.601016,4.10354,4.618309
10.601988,4.104245,4.618942
10.6068,4.107742,4.622077
10.607086,4.10795,4.622263
10.608031,4.108637,4.622879
10.608472,4.108958,4.623167
10.610339,4.110315,4.624383
10.611989,4.111515,4.625459
10.616156,4.114544,4.628175
10.616669,4.114917,4.628509
10.617653,4.115634,4.629151
10.621369,4.118337,4.631574
10.624125,4.120343,4.633371
10.627337,4.122681,4.635466
10.629471,4.124235,4.636858
10.634368,4.127801,4.640053
10.635251,4.128445,4.640629
10.636612,4.129436,4.641517
10.636715,4.129511,4.641584
10.637008,4.129725,4.641776
10.638566,4.13086,4.642792
10.642212,4.133517,4.645172
10.643499,4.134455,4.646012
10.644766,4.135379,4.646839
10.646784,4.13685,4.648156
10.648097,4.137807,4.649013
10.650081,4.139255,4.650309
10.650874,4.139833,4.650827
10.651261,4.140115,4.651079
10.65142,4.140231,4.651183
10.653979,4.142098,4.652854
10.658909,4.145696,4.656075
10.659353,4.14602,4.656365
10.659668,4.14625,4.656571
10.660299,4.14671,4.656982
10.661387,4.147505,4.657694
10.663303,4.148904,4.658945
10.664974,4.150124,4.660037
10.665052,4.150181,4.660088
10.665261,4.150333,4.660224
10.670153,4.153907,4.663421
10.673727,4.156518,4.665757
10.675492,4.157808,4.666911
10.677563,4.159322,4.668265
10.678507,4.160012,4.668882
10.678862,4.160272,4.669114
10.682364,4.162833,4.671404
10.685809,4.165353,4.673657
10.686533,4.165883,4.674131
10.688669,4.167445,4.675528
10.696134,4.172909,4.680412
10.696459,4.173147,4.680625
10.704457,4.179005,4.685859
10.705525,4.179788,4.686558
10.706738,4.180676,4.687352
10.706858,4.180764,4.687431
10.708491,4.181961,4.6885
10.709192,4.182475,4.688959
10.710049,4.183103,4.68952
10.710496,4.183431,4.689813
10.711938,4.184487,4.690757
10.715062,4.186778,4.692803
10.716613,4.187915,4.693819
10.718165,4.189054,4.694835
10.72094,4.191089,4.696653
10.722571,4.192286,4.697722
10.722762,4.192426,4.697847
10.727338,4.195784,4.700845
10.729374,4.197279,4.702179
10.733002,4.199942,4.704557
10.733084,4.200003,4.704611
10.739158,4.204464,4.708592
10.739285,4.204558,4.708676
10.739332,4.204592,4.708707
10.74033,4.205326,4.709361
10.740961,4.20579,4.709775
10.745357,4.209021,4.712658
10.74622,4.209654,4.713223
10.748124,4.211054,4.714472
10.749635,4.212165,4.715463
10.751935,4.213857,4.716972
10.753484,4.214996,4.717988
10.753908,4.215308,4.718266
10.754304,4.2156,4.718527
10.757378,4.217861,4.720544
